#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a Zipf workload with alpha=1, accessing 1200 logical pages.
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# Zipf workload generator in C:
#  http://www.csee.usf.edu/~christen/tools/genzipf.c
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
M 1 215 <1,18,10> 
M 1 579 <1,18,11> 
M 1 1126 <1,18,12> 
M 1 281 <1,18,13> 
M 1 211 <1,18,14> 
M 1 143 <1,18,15> 
M 1 577 <1,18,16> 
M 1 713 <1,18,17> 
M 1 225 <1,18,18> 
M 1 153 <1,18,19> 
E <1,3> 
G <1,3> 
W 1 1 <0,18,26> 
W 1 5 <0,18,27> 
W 1 564 <1,18,20> 
W 1 123 <1,18,21> 
W 1 0 <0,18,28> 
W 1 0 <0,18,29> 
W 1 5 <0,18,30> 
S <0,18> Used 
S <0,27> Active1 
W 1 971 <0,27,0> 
B <0,25> 
M 1 52 <0,27,1> 
M 1 697 <0,27,2> 
M 1 918 <0,27,3> 
M 1 744 <0,27,4> 
M 1 750 <0,27,5> 
M 1 766 <0,27,6> 
M 1 771 <0,27,7> 
M 1 658 <0,27,8> 
M 1 1155 <0,27,9> 
M 1 1103 <0,27,10> 
M 1 635 <0,27,11> 
M 1 696 <0,27,12> 
M 1 1148 <0,27,13> 
M 1 1032 <0,27,14> 
M 1 1044 <0,27,15> 
M 1 736 <0,27,16> 
M 1 797 <0,27,17> 
M 1 1083 <0,27,18> 
M 1 228 <0,27,19> 
M 1 151 <0,27,20> 
M 1 395 <0,27,21> 
E <0,25> 
G <0,25> 
W 1 620 <0,27,22> 
W 1 972 <0,27,23> 
W 1 0 <0,27,24> 
W 1 15 <0,27,25> 
W 1 268 <0,27,26> 
W 1 443 <0,27,27> 
W 1 2 <1,18,22> 
W 1 333 <0,27,28> 
W 1 987 <1,18,23> 
W 1 668 <0,27,29> 
W 1 35 <1,18,24> 
W 1 0 <0,27,30> 
S <0,27> Used 
W 1 256 <1,18,25> 
S <0,4> Active1 
W 1 1 <0,4,0> 
B <0,18> 
M 1 186 <0,4,1> 
M 1 624 <0,4,2> 
M 1 436 <0,4,3> 
M 1 429 <0,4,4> 
M 1 874 <0,4,5> 
M 1 1111 <0,4,6> 
M 1 257 <0,4,7> 
M 1 723 <0,4,8> 
M 1 728 <0,4,9> 
M 1 394 <0,4,10> 
M 1 196 <0,4,11> 
M 1 98 <0,4,12> 
M 1 731 <0,4,13> 
M 1 1110 <0,4,14> 
M 1 105 <0,4,15> 
M 1 112 <0,4,16> 
M 1 928 <0,4,17> 
M 1 702 <0,4,18> 
M 1 447 <0,4,19> 
M 1 41 <0,4,20> 
M 1 5 <0,4,21> 
E <0,18> 
G <0,18> 
W 1 12 <0,4,22> 
W 1 221 <0,4,23> 
W 1 630 <1,18,26> 
W 1 4 <1,18,27> 
W 1 8 <1,18,28> 
W 1 16 <1,18,29> 
W 1 0 <0,4,24> 
W 1 30 <1,18,30> 
S <1,18> Used 
W 1 405 <0,4,25> 
S <1,23> Active1 
W 1 1 <1,23,0> 
B <1,24> 
M 1 64 <1,23,1> 
M 1 545 <1,23,2> 
M 1 501 <1,23,3> 
M 1 616 <1,23,4> 
M 1 911 <1,23,5> 
M 1 995 <1,23,6> 
M 1 1139 <1,23,7> 
M 1 802 <1,23,8> 
M 1 890 <1,23,9> 
M 1 818 <1,23,10> 
M 1 921 <1,23,11> 
M 1 515 <1,23,12> 
M 1 1030 <1,23,13> 
M 1 941 <1,23,14> 
M 1 326 <1,23,15> 
M 1 174 <1,23,16> 
M 1 391 <1,23,17> 
M 1 42 <1,23,18> 
E <1,24> 
G <1,24> 
W 1 16 <0,4,26> 
W 1 2 <0,4,27> 
W 1 1 <1,23,19> 
W 1 62 <1,23,20> 
W 1 3 <1,23,21> 
W 1 5 <1,23,22> 
W 1 373 <0,4,28> 
W 1 65 <1,23,23> 
W 1 48 <0,4,29> 
W 1 35 <0,4,30> 
S <0,4> Used 
W 1 11 <1,23,24> 
S <0,16> Active1 
W 1 0 <0,16,0> 
B <0,15> 
M 1 1055 <0,16,1> 
M 1 499 <0,16,2> 
M 1 1016 <0,16,3> 
M 1 1159 <0,16,4> 
M 1 1163 <0,16,5> 
M 1 785 <0,16,6> 
M 1 880 <0,16,7> 
M 1 740 <0,16,8> 
M 1 1136 <0,16,9> 
M 1 631 <0,16,10> 
M 1 627 <0,16,11> 
M 1 498 <0,16,12> 
M 1 589 <0,16,13> 
M 1 364 <0,16,14> 
M 1 155 <0,16,15> 
M 1 68 <0,16,16> 
M 1 176 <0,16,17> 
M 1 240 <0,16,18> 
M 1 73 <0,16,19> 
M 1 323 <0,16,20> 
M 1 1106 <0,16,21> 
E <0,15> 
G <0,15> 
W 1 33 <0,16,22> 
W 1 13 <0,16,23> 
W 1 5 <1,23,25> 
W 1 130 <1,23,26> 
W 1 1 <0,16,24> 
W 1 1 <1,23,27> 
W 1 0 <1,23,28> 
W 1 102 <0,16,25> 
W 1 154 <0,16,26> 
W 1 442 <1,23,29> 
W 1 0 <0,16,27> 
W 1 117 <1,23,30> 
S <1,23> Used 
S <1,24> Active1 
W 1 27 <1,24,0> 
B <1,30> 
M 1 1132 <1,24,1> 
M 1 877 <1,24,2> 
M 1 335 <1,24,3> 
M 1 950 <1,24,4> 
M 1 530 <1,24,5> 
M 1 841 <1,24,6> 
M 1 469 <1,24,7> 
M 1 917 <1,24,8> 
M 1 237 <1,24,9> 
M 1 878 <1,24,10> 
M 1 466 <1,24,11> 
M 1 1067 <1,24,12> 
M 1 170 <1,24,13> 
M 1 611 <1,24,14> 
M 1 217 <1,24,15> 
M 1 483 <1,24,16> 
M 1 966 <1,24,17> 
M 1 729 <1,24,18> 
M 1 56 <1,24,19> 
M 1 472 <1,24,20> 
E <1,30> 
G <1,30> 
W 1 8 <1,24,21> 
W 1 307 <1,24,22> 
W 1 1 <0,16,28> 
W 1 60 <0,16,29> 
W 1 5 <1,24,23> 
W 1 125 <1,24,24> 
W 1 43 <0,16,30> 
S <0,16> Used 
W 1 0 <1,24,25> 
S <0,18> Active1 
W 1 1 <0,18,0> 
B <0,26> 
M 1 1152 <0,18,1> 
M 1 1130 <0,18,2> 
M 1 534 <0,18,3> 
M 1 776 <0,18,4> 
M 1 1117 <0,18,5> 
M 1 1118 <0,18,6> 
M 1 1121 <0,18,7> 
M 1 1123 <0,18,8> 
M 1 1129 <0,18,9> 
M 1 1133 <0,18,10> 
M 1 1135 <0,18,11> 
M 1 1137 <0,18,12> 
M 1 1140 <0,18,13> 
M 1 610 <0,18,14> 
M 1 309 <0,18,15> 
M 1 182 <0,18,16> 
M 1 510 <0,18,17> 
M 1 149 <0,18,18> 
M 1 458 <0,18,19> 
M 1 490 <0,18,20> 
M 1 853 <0,18,21> 
E <0,26> 
G <0,26> 
W 1 233 <0,18,22> 
W 1 819 <0,18,23> 
W 1 21 <0,18,24> 
W 1 14 <0,18,25> 
W 1 637 <1,24,26> 
W 1 0 <1,24,27> 
W 1 389 <0,18,26> 
W 1 89 <0,18,27> 
W 1 42 <0,18,28> 
W 1 588 <1,24,28> 
W 1 88 <0,18,29> 
W 1 101 <1,24,29> 
W 1 47 <0,18,30> 
S <0,18> Used 
W 1 10 <1,24,30> 
S <1,24> Used 
S <0,25> Active1 
W 1 642 <0,25,0> 
B <0,13> 
M 1 1095 <0,25,1> 
M 1 998 <0,25,2> 
M 1 1002 <0,25,3> 
M 1 1003 <0,25,4> 
M 1 1004 <0,25,5> 
M 1 1005 <0,25,6> 
M 1 1008 <0,25,7> 
M 1 1021 <0,25,8> 
M 1 1022 <0,25,9> 
M 1 1012 <0,25,10> 
M 1 1198 <0,25,11> 
M 1 455 <0,25,12> 
M 1 646 <0,25,13> 
M 1 1114 <0,25,14> 
M 1 572 <0,25,15> 
M 1 997 <0,25,16> 
M 1 287 <0,25,17> 
M 1 109 <0,25,18> 
M 1 605 <0,25,19> 
E <0,13> 
G <0,13> 
S <1,30> Active1 
W 1 4 <1,30,0> 
W 1 934 <1,30,1> 
B <1,9> 
M 1 587 <1,30,2> 
M 1 1019 <1,30,3> 
M 1 993 <1,30,4> 
M 1 523 <1,30,5> 
M 1 717 <1,30,6> 
M 1 1193 <1,30,7> 
M 1 581 <1,30,8> 
M 1 925 <1,30,9> 
M 1 1059 <1,30,10> 
M 1 829 <1,30,11> 
M 1 486 <1,30,12> 
M 1 538 <1,30,13> 
M 1 1045 <1,30,14> 
M 1 150 <1,30,15> 
M 1 416 <1,30,16> 
M 1 761 <1,30,17> 
M 1 1075 <1,30,18> 
M 1 907 <1,30,19> 
M 1 820 <1,30,20> 
M 1 133 <1,30,21> 
E <1,9> 
G <1,9> 
W 1 0 <0,25,20> 
W 1 5 <0,25,21> 
W 1 5 <1,30,22> 
W 1 6 <1,30,23> 
W 1 977 <0,25,22> 
W 1 4 <0,25,23> 
W 1 100 <1,30,24> 
W 1 4 <1,30,25> 
W 1 275 <1,30,26> 
W 1 315 <1,30,27> 
W 1 780 <0,25,24> 
W 1 2 <1,30,28> 
W 1 194 <0,25,25> 
W 1 0 <1,30,29> 
W 1 76 <0,25,26> 
W 1 36 <1,30,30> 
S <1,30> Used 
S <1,3> Active1 
W 1 117 <1,3,0> 
B <1,22> 
M 1 596 <1,3,1> 
M 1 438 <1,3,2> 
M 1 1156 <1,3,3> 
M 1 1145 <1,3,4> 
M 1 924 <1,3,5> 
M 1 807 <1,3,6> 
M 1 459 <1,3,7> 
M 1 669 <1,3,8> 
M 1 831 <1,3,9> 
M 1 330 <1,3,10> 
M 1 552 <1,3,11> 
M 1 272 <1,3,12> 
M 1 726 <1,3,13> 
M 1 550 <1,3,14> 
M 1 61 <1,3,15> 
M 1 251 <1,3,16> 
M 1 110 <1,3,17> 
M 1 369 <1,3,18> 
M 1 403 <1,3,19> 
M 1 266 <1,3,20> 
M 1 160 <1,3,21> 
E <1,22> 
G <1,22> 
W 1 353 <1,3,22> 
W 1 85 <1,3,23> 
W 1 4 <0,25,27> 
W 1 189 <0,25,28> 
W 1 1 <1,3,24> 
W 1 95 <1,3,25> 
W 1 53 <0,25,29> 
W 1 26 <0,25,30> 
S <0,25> Used 
S <0,26> Active1 
W 1 497 <0,26,0> 
B <0,12> 
M 1 463 <0,26,1> 
M 1 870 <0,26,2> 
M 1 198 <0,26,3> 
M 1 437 <0,26,4> 
M 1 936 <0,26,5> 
M 1 516 <0,26,6> 
M 1 529 <0,26,7> 
M 1 299 <0,26,8> 
M 1 322 <0,26,9> 
M 1 384 <0,26,10> 
M 1 1023 <0,26,11> 
M 1 424 <0,26,12> 
M 1 298 <0,26,13> 
M 1 264 <0,26,14> 
M 1 474 <0,26,15> 
M 1 156 <0,26,16> 
M 1 804 <0,26,17> 
M 1 97 <0,26,18> 
M 1 115 <0,26,19> 
E <0,12> 
G <0,12> 
W 1 43 <0,26,20> 
W 1 514 <0,26,21> 
W 1 3 <1,3,26> 
W 1 1 <1,3,27> 
W 1 63 <0,26,22> 
W 1 0 <0,26,23> 
W 1 2 <1,3,28> 
W 1 2 <1,3,29> 
W 1 0 <1,3,30> 
S <1,3> Used 
S <1,9> Active1 
W 1 1 <1,9,0> 
B <1,11> 
M 1 684 <1,9,1> 
M 1 585 <1,9,2> 
M 1 376 <1,9,3> 
M 1 864 <1,9,4> 
M 1 839 <1,9,5> 
M 1 449 <1,9,6> 
M 1 519 <1,9,7> 
M 1 1195 <1,9,8> 
M 1 1010 <1,9,9> 
M 1 1020 <1,9,10> 
M 1 467 <1,9,11> 
M 1 1092 <1,9,12> 
M 1 569 <1,9,13> 
M 1 1061 <1,9,14> 
M 1 282 <1,9,15> 
M 1 701 <1,9,16> 
M 1 737 <1,9,17> 
M 1 171 <1,9,18> 
M 1 77 <1,9,19> 
M 1 1190 <1,9,20> 
E <1,11> 
G <1,11> 
W 1 0 <1,9,21> 
W 1 24 <1,9,22> 
W 1 27 <1,9,23> 
W 1 13 <1,9,24> 
W 1 797 <0,26,24> 
W 1 397 <0,26,25> 
W 1 7 <1,9,25> 
W 1 0 <0,26,26> 
W 1 431 <1,9,26> 
W 1 1053 <0,26,27> 
W 1 57 <1,9,27> 
W 1 0 <0,26,28> 
W 1 171 <0,26,29> 
W 1 1 <1,9,28> 
W 1 12 <0,26,30> 
S <0,26> Used 
W 1 831 <1,9,29> 
S <0,12> Active1 
W 1 55 <0,12,0> 
B <0,28> 
M 1 747 <0,12,1> 
M 1 975 <0,12,2> 
M 1 1168 <0,12,3> 
M 1 586 <0,12,4> 
M 1 783 <0,12,5> 
M 1 855 <0,12,6> 
M 1 1051 <0,12,7> 
M 1 209 <0,12,8> 
M 1 791 <0,12,9> 
M 1 370 <0,12,10> 
M 1 477 <0,12,11> 
M 1 46 <0,12,12> 
M 1 168 <0,12,13> 
M 1 319 <0,12,14> 
M 1 824 <0,12,15> 
M 1 67 <0,12,16> 
M 1 1094 <0,12,17> 
M 1 247 <0,12,18> 
M 1 382 <0,12,19> 
M 1 54 <0,12,20> 
E <0,28> 
G <0,28> 
W 1 321 <1,9,30> 
S <1,9> Used 
S <1,11> Active1 
W 1 521 <1,11,0> 
B <1,6> 
M 1 664 <1,11,1> 
M 1 974 <1,11,2> 
M 1 1049 <1,11,3> 
M 1 622 <1,11,4> 
M 1 1087 <1,11,5> 
M 1 254 <1,11,6> 
M 1 377 <1,11,7> 
M 1 1180 <1,11,8> 
M 1 861 <1,11,9> 
M 1 223 <1,11,10> 
M 1 847 <1,11,11> 
M 1 1113 <1,11,12> 
M 1 707 <1,11,13> 
M 1 1189 <1,11,14> 
M 1 973 <1,11,15> 
M 1 676 <1,11,16> 
M 1 755 <1,11,17> 
M 1 245 <1,11,18> 
M 1 356 <1,11,19> 
E <1,6> 
G <1,6> 
W 1 529 <0,12,21> 
W 1 10 <0,12,22> 
W 1 0 <1,11,20> 
W 1 357 <1,11,21> 
W 1 0 <0,12,23> 
W 1 0 <1,11,22> 
W 1 0 <0,12,24> 
W 1 43 <0,12,25> 
W 1 31 <1,11,23> 
W 1 0 <1,11,24> 
W 1 0 <0,12,26> 
W 1 1 <0,12,27> 
W 1 19 <1,11,25> 
W 1 26 <0,12,28> 
W 1 24 <1,11,26> 
W 1 21 <0,12,29> 
W 1 3 <1,11,27> 
W 1 4 <0,12,30> 
S <0,12> Used 
W 1 298 <1,11,28> 
S <0,13> Active1 
W 1 0 <0,13,0> 
B <0,22> 
M 1 378 <0,13,1> 
M 1 344 <0,13,2> 
M 1 905 <0,13,3> 
M 1 336 <0,13,4> 
M 1 704 <0,13,5> 
M 1 840 <0,13,6> 
M 1 1120 <0,13,7> 
M 1 629 <0,13,8> 
M 1 1009 <0,13,9> 
M 1 1039 <0,13,10> 
M 1 1186 <0,13,11> 
M 1 598 <0,13,12> 
M 1 980 <0,13,13> 
M 1 358 <0,13,14> 
M 1 84 <0,13,15> 
M 1 775 <0,13,16> 
M 1 456 <0,13,17> 
M 1 462 <0,13,18> 
M 1 93 <0,13,19> 
M 1 769 <0,13,20> 
E <0,22> 
G <0,22> 
W 1 0 <0,13,21> 
W 1 221 <0,13,22> 
W 1 2 <0,13,23> 
W 1 0 <0,13,24> 
W 1 81 <1,11,29> 
W 1 751 <1,11,30> 
S <1,11> Used 
W 1 85 <0,13,25> 
S <1,15> Active1 
W 1 0 <1,15,0> 
B <1,16> 
M 1 898 <1,15,1> 
M 1 989 <1,15,2> 
M 1 607 <1,15,3> 
M 1 612 <1,15,4> 
M 1 614 <1,15,5> 
M 1 618 <1,15,6> 
M 1 414 <1,15,7> 
M 1 809 <1,15,8> 
M 1 452 <1,15,9> 
M 1 544 <1,15,10> 
M 1 645 <1,15,11> 
M 1 964 <1,15,12> 
M 1 912 <1,15,13> 
M 1 165 <1,15,14> 
M 1 361 <1,15,15> 
M 1 981 <1,15,16> 
M 1 871 <1,15,17> 
M 1 138 <1,15,18> 
M 1 374 <1,15,19> 
M 1 450 <1,15,20> 
M 1 665 <1,15,21> 
E <1,16> 
G <1,16> 
W 1 125 <0,13,26> 
W 1 0 <0,13,27> 
W 1 256 <1,15,22> 
W 1 209 <1,15,23> 
W 1 738 <1,15,24> 
W 1 172 <1,15,25> 
W 1 9 <0,13,28> 
W 1 1 <1,15,26> 
W 1 0 <0,13,29> 
W 1 9 <1,15,27> 
W 1 0 <0,13,30> 
S <0,13> Used 
S <0,15> Active1 
W 1 0 <0,15,0> 
B <0,10> 
M 1 283 <0,15,1> 
M 1 1057 <0,15,2> 
M 1 1058 <0,15,3> 
M 1 1062 <0,15,4> 
M 1 1063 <0,15,5> 
M 1 1069 <0,15,6> 
M 1 1072 <0,15,7> 
M 1 1077 <0,15,8> 
M 1 1079 <0,15,9> 
M 1 1084 <0,15,10> 
M 1 655 <0,15,11> 
M 1 915 <0,15,12> 
M 1 893 <0,15,13> 
M 1 541 <0,15,14> 
M 1 203 <0,15,15> 
M 1 601 <0,15,16> 
M 1 947 <0,15,17> 
M 1 261 <0,15,18> 
M 1 375 <0,15,19> 
M 1 418 <0,15,20> 
E <0,10> 
G <0,10> 
W 1 376 <0,15,21> 
W 1 105 <0,15,22> 
W 1 197 <1,15,28> 
W 1 44 <1,15,29> 
W 1 0 <0,15,23> 
W 1 43 <0,15,24> 
W 1 0 <0,15,25> 
W 1 0 <0,15,26> 
W 1 0 <0,15,27> 
W 1 19 <0,15,28> 
W 1 337 <1,15,30> 
S <1,15> Used 
W 1 0 <0,15,29> 
W 1 19 <0,15,30> 
S <0,15> Used 
S <0,22> Active1 
W 1 23 <0,22,0> 
B <0,6> 
M 1 401 <0,22,1> 
M 1 953 <0,22,2> 
M 1 1073 <0,22,3> 
M 1 636 <0,22,4> 
M 1 595 <0,22,5> 
M 1 647 <0,22,6> 
M 1 218 <0,22,7> 
M 1 735 <0,22,8> 
M 1 940 <0,22,9> 
M 1 432 <0,22,10> 
M 1 139 <0,22,11> 
M 1 806 <0,22,12> 
M 1 362 <0,22,13> 
M 1 970 <0,22,14> 
M 1 976 <0,22,15> 
M 1 260 <0,22,16> 
M 1 226 <0,22,17> 
M 1 239 <0,22,18> 
M 1 533 <0,22,19> 
M 1 673 <0,22,20> 
E <0,6> 
G <0,6> 
S <1,16> Active1 
W 1 0 <1,16,0> 
W 1 148 <1,16,1> 
B <1,10> 
M 1 675 <1,16,2> 
M 1 679 <1,16,3> 
M 1 681 <1,16,4> 
M 1 565 <1,16,5> 
M 1 473 <1,16,6> 
M 1 340 <1,16,7> 
M 1 643 <1,16,8> 
M 1 900 <1,16,9> 
M 1 639 <1,16,10> 
M 1 1146 <1,16,11> 
M 1 602 <1,16,12> 
M 1 250 <1,16,13> 
M 1 185 <1,16,14> 
M 1 561 <1,16,15> 
M 1 1164 <1,16,16> 
M 1 1115 <1,16,17> 
M 1 50 <1,16,18> 
M 1 506 <1,16,19> 
M 1 96 <1,16,20> 
M 1 267 <1,16,21> 
E <1,10> 
G <1,10> 
W 1 172 <0,22,21> 
W 1 68 <0,22,22> 
W 1 1 <1,16,22> 
W 1 520 <1,16,23> 
W 1 321 <0,22,23> 
W 1 1 <0,22,24> 
W 1 67 <1,16,24> 
W 1 0 <1,16,25> 
W 1 60 <0,22,25> 
W 1 263 <0,22,26> 
W 1 365 <1,16,26> 
W 1 29 <1,16,27> 
W 1 3 <1,16,28> 
W 1 239 <1,16,29> 
W 1 33 <0,22,27> 
W 1 3 <1,16,30> 
S <1,16> Used 
W 1 164 <0,22,28> 
S <1,22> Active1 
W 1 60 <1,22,0> 
B <1,17> 
M 1 79 <1,22,1> 
M 1 152 <1,22,2> 
M 1 220 <1,22,3> 
M 1 448 <1,22,4> 
M 1 765 <1,22,5> 
M 1 889 <1,22,6> 
M 1 609 <1,22,7> 
M 1 1015 <1,22,8> 
M 1 372 <1,22,9> 
M 1 1038 <1,22,10> 
M 1 308 <1,22,11> 
M 1 58 <1,22,12> 
M 1 444 <1,22,13> 
M 1 231 <1,22,14> 
M 1 232 <1,22,15> 
M 1 49 <1,22,16> 
M 1 20 <1,22,17> 
M 1 163 <1,22,18> 
M 1 192 <1,22,19> 
E <1,17> 
G <1,17> 
W 1 5 <0,22,29> 
W 1 0 <0,22,30> 
S <0,22> Used 
W 1 43 <1,22,20> 
W 1 288 <1,22,21> 
W 1 2 <1,22,22> 
W 1 777 <1,22,23> 
S <0,28> Active1 
W 1 1 <0,28,0> 
B <0,5> 
M 1 120 <0,28,1> 
M 1 179 <0,28,2> 
M 1 730 <0,28,3> 
M 1 576 <0,28,4> 
M 1 580 <0,28,5> 
M 1 582 <0,28,6> 
M 1 955 <0,28,7> 
M 1 991 <0,28,8> 
M 1 402 <0,28,9> 
M 1 145 <0,28,10> 
M 1 944 <0,28,11> 
M 1 772 <0,28,12> 
M 1 1108 <0,28,13> 
M 1 933 <0,28,14> 
M 1 162 <0,28,15> 
M 1 324 <0,28,16> 
M 1 1144 <0,28,17> 
M 1 904 <0,28,18> 
M 1 32 <0,28,19> 
M 1 503 <0,28,20> 
E <0,5> 
G <0,5> 
W 1 4 <0,28,21> 
W 1 10 <0,28,22> 
W 1 76 <0,28,23> 
W 1 1 <0,28,24> 
W 1 0 <0,28,25> 
W 1 143 <0,28,26> 
W 1 752 <1,22,24> 
W 1 1002 <0,28,27> 
W 1 297 <1,22,25> 
W 1 29 <0,28,28> 
W 1 0 <1,22,26> 
W 1 262 <0,28,29> 
W 1 23 <0,28,30> 
S <0,28> Used 
S <0,5> Active1 
W 1 25 <0,5,0> 
B <0,8> 
M 1 430 <0,5,1> 
M 1 555 <0,5,2> 
M 1 1174 <0,5,3> 
M 1 617 <0,5,4> 
M 1 1170 <0,5,5> 
M 1 276 <0,5,6> 
M 1 990 <0,5,7> 
M 1 774 <0,5,8> 
M 1 1184 <0,5,9> 
M 1 937 <0,5,10> 
M 1 1153 <0,5,11> 
M 1 1076 <0,5,12> 
M 1 584 <0,5,13> 
M 1 269 <0,5,14> 
M 1 216 <0,5,15> 
M 1 1081 <0,5,16> 
M 1 142 <0,5,17> 
M 1 883 <0,5,18> 
M 1 575 <0,5,19> 
M 1 1172 <0,5,20> 
M 1 453 <0,5,21> 
E <0,8> 
G <0,8> 
W 1 1185 <1,22,27> 
W 1 0 <1,22,28> 
W 1 165 <0,5,22> 
W 1 5 <0,5,23> 
W 1 130 <1,22,29> 
W 1 420 <1,22,30> 
S <1,22> Used 
W 1 1 <0,5,24> 
W 1 0 <0,5,25> 
S <1,6> Active1 
W 1 34 <1,6,0> 
B <1,23> 
M 1 64 <1,6,1> 
M 1 545 <1,6,2> 
M 1 501 <1,6,3> 
M 1 616 <1,6,4> 
M 1 911 <1,6,5> 
M 1 995 <1,6,6> 
M 1 1139 <1,6,7> 
M 1 802 <1,6,8> 
M 1 890 <1,6,9> 
M 1 818 <1,6,10> 
M 1 921 <1,6,11> 
M 1 515 <1,6,12> 
M 1 1030 <1,6,13> 
M 1 941 <1,6,14> 
M 1 326 <1,6,15> 
M 1 174 <1,6,16> 
M 1 391 <1,6,17> 
M 1 62 <1,6,18> 
M 1 65 <1,6,19> 
M 1 11 <1,6,20> 
M 1 442 <1,6,21> 
E <1,23> 
G <1,23> 
W 1 120 <0,5,26> 
W 1 2 <0,5,27> 
W 1 22 <1,6,22> 
W 1 91 <1,6,23> 
W 1 14 <1,6,24> 
W 1 72 <1,6,25> 
W 1 9 <0,5,28> 
W 1 5 <1,6,26> 
W 1 20 <0,5,29> 
W 1 220 <1,6,27> 
W 1 7 <0,5,30> 
S <0,5> Used 
W 1 2 <1,6,28> 
S <0,6> Active1 
W 1 97 <0,6,0> 
B <0,3> 
M 1 875 <0,6,1> 
M 1 682 <0,6,2> 
M 1 688 <0,6,3> 
M 1 692 <0,6,4> 
M 1 657 <0,6,5> 
M 1 719 <0,6,6> 
M 1 720 <0,6,7> 
M 1 956 <0,6,8> 
M 1 992 <0,6,9> 
M 1 471 <0,6,10> 
M 1 663 <0,6,11> 
M 1 517 <0,6,12> 
M 1 342 <0,6,13> 
M 1 879 <0,6,14> 
M 1 368 <0,6,15> 
M 1 1116 <0,6,16> 
M 1 891 <0,6,17> 
M 1 273 <0,6,18> 
M 1 524 <0,6,19> 
M 1 238 <0,6,20> 
M 1 393 <0,6,21> 
E <0,3> 
G <0,3> 
W 1 8 <1,6,29> 
W 1 316 <1,6,30> 
S <1,6> Used 
W 1 33 <0,6,22> 
W 1 10 <0,6,23> 
S <1,10> Active1 
W 1 677 <1,10,0> 
W 1 28 <1,10,1> 
B <1,12> 
M 1 648 <1,10,2> 
M 1 293 <1,10,3> 
M 1 768 <1,10,4> 
M 1 1119 <1,10,5> 
M 1 674 <1,10,6> 
M 1 1124 <1,10,7> 
M 1 725 <1,10,8> 
M 1 746 <1,10,9> 
M 1 659 <1,10,10> 
M 1 1065 <1,10,11> 
M 1 961 <1,10,12> 
M 1 387 <1,10,13> 
M 1 200 <1,10,14> 
M 1 274 <1,10,15> 
M 1 74 <1,10,16> 
M 1 208 <1,10,17> 
M 1 114 <1,10,18> 
M 1 59 <1,10,19> 
M 1 103 <1,10,20> 
M 1 851 <1,10,21> 
M 1 623 <1,10,22> 
E <1,12> 
G <1,12> 
W 1 1 <0,6,24> 
W 1 177 <0,6,25> 
W 1 6 <0,6,26> 
W 1 6 <0,6,27> 
W 1 23 <0,6,28> 
W 1 133 <0,6,29> 
W 1 2 <0,6,30> 
S <0,6> Used 
W 1 3 <1,10,23> 
W 1 4 <1,10,24> 
S <0,8> Active1 
W 1 7 <0,8,0> 
B <0,2> 
M 1 135 <0,8,1> 
M 1 1107 <0,8,2> 
M 1 606 <0,8,3> 
M 1 253 <0,8,4> 
M 1 1018 <0,8,5> 
M 1 1085 <0,8,6> 
M 1 385 <0,8,7> 
M 1 1029 <0,8,8> 
M 1 988 <0,8,9> 
M 1 522 <0,8,10> 
M 1 994 <0,8,11> 
M 1 318 <0,8,12> 
M 1 285 <0,8,13> 
M 1 280 <0,8,14> 
M 1 248 <0,8,15> 
M 1 144 <0,8,16> 
M 1 70 <0,8,17> 
M 1 349 <0,8,18> 
M 1 652 <0,8,19> 
E <0,2> 
G <0,2> 
W 1 1 <1,10,25> 
W 1 11 <1,10,26> 
W 1 0 <0,8,20> 
W 1 293 <0,8,21> 
W 1 1135 <1,10,27> 
W 1 76 <1,10,28> 
W 1 65 <0,8,22> 
W 1 44 <0,8,23> 
W 1 0 <1,10,29> 
W 1 75 <0,8,24> 
W 1 2 <1,10,30> 
S <1,10> Used 
W 1 1 <0,8,25> 
S <1,12> Active1 
W 1 84 <1,12,0> 
B <1,8> 
M 1 468 <1,12,1> 
M 1 597 <1,12,2> 
M 1 822 <1,12,3> 
M 1 412 <1,12,4> 
M 1 996 <1,12,5> 
M 1 1196 <1,12,6> 
M 1 756 <1,12,7> 
M 1 345 <1,12,8> 
M 1 705 <1,12,9> 
M 1 667 <1,12,10> 
M 1 1166 <1,12,11> 
M 1 727 <1,12,12> 
M 1 566 <1,12,13> 
M 1 1157 <1,12,14> 
M 1 129 <1,12,15> 
M 1 234 <1,12,16> 
M 1 400 <1,12,17> 
M 1 710 <1,12,18> 
M 1 124 <1,12,19> 
M 1 531 <1,12,20> 
M 1 92 <1,12,21> 
E <1,8> 
G <1,8> 
W 1 199 <0,8,26> 
W 1 0 <0,8,27> 
W 1 39 <1,12,22> 
W 1 398 <1,12,23> 
W 1 1 <0,8,28> 
W 1 4 <0,8,29> 
W 1 0 <1,12,24> 
W 1 0 <0,8,30> 
S <0,8> Used 
W 1 165 <1,12,25> 
S <0,10> Active1 
W 1 243 <0,10,0> 
B <0,1> 
M 1 439 <0,10,1> 
