#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a Zipf workload with alpha=1, accessing 1200 logical pages.
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# Zipf workload generator in C:
#  http://www.csee.usf.edu/~christen/tools/genzipf.c
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
W 1 342 <0,26,28> 
W 1 227 <0,26,29> 
W 1 11 <0,26,30> 
S <0,26> Used 
S <0,27> Active1 
W 1 747 <0,27,0> 
B <0,7> 
M 1 637 <0,27,1> 
M 1 577 <0,27,2> 
M 1 975 <0,27,3> 
M 1 686 <0,27,4> 
M 1 1168 <0,27,5> 
M 1 662 <0,27,6> 
M 1 790 <0,27,7> 
M 1 994 <0,27,8> 
M 1 404 <0,27,9> 
M 1 586 <0,27,10> 
M 1 195 <0,27,11> 
M 1 524 <0,27,12> 
M 1 711 <0,27,13> 
M 1 264 <0,27,14> 
M 1 236 <0,27,15> 
M 1 783 <0,27,16> 
M 1 855 <0,27,17> 
M 1 511 <0,27,18> 
M 1 1108 <0,27,19> 
M 1 27 <0,27,20> 
E <0,7> 
G <0,7> 
W 1 203 <1,11,21> 
W 1 71 <1,11,22> 
W 1 0 <0,27,21> 
W 1 14 <0,27,22> 
W 1 1045 <1,11,23> 
W 1 56 <1,11,24> 
W 1 0 <0,27,23> 
W 1 126 <0,27,24> 
W 1 375 <0,27,25> 
W 1 31 <1,11,25> 
W 1 310 <0,27,26> 
W 1 382 <1,11,26> 
W 1 6 <0,27,27> 
W 1 81 <1,11,27> 
W 1 178 <0,27,28> 
W 1 1 <1,11,28> 
W 1 520 <0,27,29> 
W 1 3 <1,11,29> 
W 1 1051 <0,27,30> 
S <0,27> Used 
W 1 286 <1,11,30> 
S <1,11> Used 
S <0,0> Active1 
W 1 47 <0,0,0> 
B <0,3> 
M 1 462 <0,0,1> 
M 1 601 <0,0,2> 
M 1 588 <0,0,3> 
M 1 563 <0,0,4> 
M 1 569 <0,0,5> 
M 1 576 <0,0,6> 
M 1 580 <0,0,7> 
M 1 582 <0,0,8> 
M 1 307 <0,0,9> 
M 1 231 <0,0,10> 
M 1 955 <0,0,11> 
M 1 991 <0,0,12> 
M 1 947 <0,0,13> 
M 1 793 <0,0,14> 
M 1 402 <0,0,15> 
M 1 145 <0,0,16> 
M 1 179 <0,0,17> 
M 1 944 <0,0,18> 
M 1 772 <0,0,19> 
M 1 36 <0,0,20> 
E <0,3> 
G <0,3> 
S <1,16> Active1 
W 1 483 <1,16,0> 
W 1 914 <1,16,1> 
B <1,27> 
M 1 877 <1,16,2> 
M 1 335 <1,16,3> 
M 1 950 <1,16,4> 
M 1 530 <1,16,5> 
M 1 841 <1,16,6> 
M 1 469 <1,16,7> 
M 1 212 <1,16,8> 
M 1 917 <1,16,9> 
M 1 762 <1,16,10> 
M 1 237 <1,16,11> 
M 1 878 <1,16,12> 
M 1 466 <1,16,13> 
M 1 319 <1,16,14> 
M 1 260 <1,16,15> 
M 1 88 <1,16,16> 
M 1 470 <1,16,17> 
M 1 315 <1,16,18> 
M 1 113 <1,16,19> 
M 1 1067 <1,16,20> 
M 1 138 <1,16,21> 
E <1,27> 
G <1,27> 
W 1 38 <0,0,21> 
W 1 18 <0,0,22> 
W 1 98 <1,16,22> 
W 1 78 <1,16,23> 
W 1 16 <0,0,23> 
W 1 13 <0,0,24> 
W 1 1108 <1,16,24> 
W 1 0 <1,16,25> 
W 1 15 <0,0,25> 
W 1 5 <0,0,26> 
W 1 549 <1,16,26> 
W 1 100 <0,0,27> 
W 1 13 <0,0,28> 
W 1 1108 <0,0,29> 
W 1 31 <1,16,27> 
W 1 203 <0,0,30> 
S <0,0> Used 
W 1 1 <1,16,28> 
W 1 5 <1,16,29> 
S <0,2> Active1 
W 1 10 <0,2,0> 
B <0,23> 
M 1 532 <0,2,1> 
M 1 593 <0,2,2> 
M 1 400 <0,2,3> 
M 1 875 <0,2,4> 
M 1 682 <0,2,5> 
M 1 688 <0,2,6> 
M 1 692 <0,2,7> 
M 1 403 <0,2,8> 
M 1 657 <0,2,9> 
M 1 719 <0,2,10> 
M 1 378 <0,2,11> 
M 1 720 <0,2,12> 
M 1 956 <0,2,13> 
M 1 325 <0,2,14> 
M 1 992 <0,2,15> 
M 1 471 <0,2,16> 
M 1 663 <0,2,17> 
M 1 25 <0,2,18> 
M 1 148 <0,2,19> 
M 1 517 <0,2,20> 
E <0,23> 
G <0,23> 
W 1 70 <1,16,30> 
S <1,16> Used 
S <1,17> Active1 
W 1 3 <1,17,0> 
B <1,3> 
M 1 115 <1,17,1> 
M 1 522 <1,17,2> 
M 1 684 <1,17,3> 
M 1 585 <1,17,4> 
M 1 1094 <1,17,5> 
M 1 376 <1,17,6> 
M 1 864 <1,17,7> 
M 1 803 <1,17,8> 
M 1 839 <1,17,9> 
M 1 1122 <1,17,10> 
M 1 449 <1,17,11> 
M 1 693 <1,17,12> 
M 1 191 <1,17,13> 
M 1 519 <1,17,14> 
M 1 1061 <1,17,15> 
M 1 222 <1,17,16> 
M 1 1195 <1,17,17> 
M 1 204 <1,17,18> 
M 1 763 <1,17,19> 
M 1 999 <1,17,20> 
E <1,3> 
G <1,3> 
W 1 19 <0,2,21> 
W 1 447 <0,2,22> 
W 1 21 <1,17,21> 
W 1 0 <1,17,22> 
W 1 342 <0,2,23> 
W 1 879 <0,2,24> 
W 1 33 <1,17,23> 
W 1 6 <1,17,24> 
W 1 101 <0,2,25> 
W 1 47 <0,2,26> 
W 1 1 <0,2,27> 
W 1 210 <0,2,28> 
W 1 821 <1,17,25> 
W 1 51 <0,2,29> 
W 1 7 <0,2,30> 
S <0,2> Used 
S <0,3> Active1 
W 1 845 <0,3,0> 
B <0,5> 
M 1 548 <0,3,1> 
M 1 806 <0,3,2> 
M 1 811 <0,3,3> 
M 1 817 <0,3,4> 
M 1 825 <0,3,5> 
M 1 830 <0,3,6> 
M 1 832 <0,3,7> 
M 1 834 <0,3,8> 
M 1 836 <0,3,9> 
M 1 189 <0,3,10> 
M 1 706 <0,3,11> 
M 1 653 <0,3,12> 
M 1 296 <0,3,13> 
M 1 767 <0,3,14> 
M 1 373 <0,3,15> 
M 1 112 <0,3,16> 
M 1 333 <0,3,17> 
M 1 526 <0,3,18> 
M 1 53 <0,3,19> 
E <0,5> 
G <0,5> 
W 1 1098 <0,3,20> 
W 1 27 <0,3,21> 
W 1 41 <1,17,26> 
W 1 3 <1,17,27> 
W 1 47 <0,3,22> 
W 1 56 <0,3,23> 
W 1 0 <1,17,28> 
W 1 11 <0,3,24> 
W 1 9 <1,17,29> 
W 1 126 <0,3,25> 
W 1 32 <1,17,30> 
S <1,17> Used 
W 1 0 <0,3,26> 
S <1,27> Active1 
W 1 32 <1,27,0> 
B <1,0> 
M 1 1049 <1,27,1> 
M 1 622 <1,27,2> 
M 1 330 <1,27,3> 
M 1 814 <1,27,4> 
M 1 695 <1,27,5> 
M 1 666 <1,27,6> 
M 1 1087 <1,27,7> 
M 1 254 <1,27,8> 
M 1 110 <1,27,9> 
M 1 377 <1,27,10> 
M 1 1180 <1,27,11> 
M 1 861 <1,27,12> 
M 1 290 <1,27,13> 
M 1 701 <1,27,14> 
M 1 465 <1,27,15> 
M 1 164 <1,27,16> 
M 1 223 <1,27,17> 
M 1 847 <1,27,18> 
M 1 232 <1,27,19> 
M 1 1113 <1,27,20> 
E <1,0> 
G <1,0> 
W 1 2 <0,3,27> 
W 1 122 <0,3,28> 
W 1 71 <1,27,21> 
W 1 0 <1,27,22> 
W 1 290 <1,27,23> 
W 1 84 <1,27,24> 
W 1 357 <1,27,25> 
W 1 139 <1,27,26> 
W 1 1 <0,3,29> 
W 1 1 <1,27,27> 
W 1 646 <0,3,30> 
S <0,3> Used 
S <0,5> Active1 
W 1 1130 <0,5,0> 
B <0,6> 
M 1 534 <0,5,1> 
M 1 776 <0,5,2> 
M 1 1116 <0,5,3> 
M 1 1117 <0,5,4> 
M 1 1118 <0,5,5> 
M 1 1121 <0,5,6> 
M 1 1123 <0,5,7> 
M 1 1129 <0,5,8> 
M 1 1133 <0,5,9> 
M 1 1135 <0,5,10> 
M 1 1137 <0,5,11> 
M 1 1140 <0,5,12> 
M 1 1141 <0,5,13> 
M 1 266 <0,5,14> 
M 1 306 <0,5,15> 
M 1 1020 <0,5,16> 
M 1 652 <0,5,17> 
M 1 610 <0,5,18> 
M 1 309 <0,5,19> 
M 1 919 <0,5,20> 
E <0,6> 
G <0,6> 
W 1 0 <0,5,21> 
W 1 652 <0,5,22> 
W 1 71 <1,27,28> 
W 1 16 <1,27,29> 
W 1 4 <0,5,23> 
W 1 11 <0,5,24> 
W 1 1 <0,5,25> 
W 1 5 <1,27,30> 
S <1,27> Used 
W 1 46 <0,5,26> 
S <1,0> Active1 
W 1 190 <1,0,0> 
B <1,12> 
M 1 493 <1,0,1> 
M 1 474 <1,0,2> 
M 1 883 <1,0,3> 
M 1 250 <1,0,4> 
M 1 590 <1,0,5> 
M 1 1181 <1,0,6> 
M 1 434 <1,0,7> 
M 1 718 <1,0,8> 
M 1 828 <1,0,9> 
M 1 332 <1,0,10> 
M 1 687 <1,0,11> 
M 1 857 <1,0,12> 
M 1 698 <1,0,13> 
M 1 957 <1,0,14> 
M 1 495 <1,0,15> 
M 1 1041 <1,0,16> 
M 1 444 <1,0,17> 
M 1 99 <1,0,18> 
M 1 665 <1,0,19> 
M 1 371 <1,0,20> 
E <1,12> 
G <1,12> 
W 1 7 <0,5,27> 
W 1 168 <0,5,28> 
W 1 116 <0,5,29> 
W 1 46 <0,5,30> 
S <0,5> Used 
W 1 810 <1,0,21> 
W 1 306 <1,0,22> 
S <0,6> Active1 
W 1 0 <0,6,0> 
B <0,29> 
M 1 463 <0,6,1> 
M 1 870 <0,6,2> 
M 1 198 <0,6,3> 
M 1 437 <0,6,4> 
M 1 727 <0,6,5> 
M 1 936 <0,6,6> 
M 1 516 <0,6,7> 
M 1 529 <0,6,8> 
M 1 983 <0,6,9> 
M 1 533 <0,6,10> 
M 1 299 <0,6,11> 
M 1 322 <0,6,12> 
M 1 1082 <0,6,13> 
M 1 384 <0,6,14> 
M 1 75 <0,6,15> 
M 1 263 <0,6,16> 
M 1 1023 <0,6,17> 
M 1 424 <0,6,18> 
M 1 62 <0,6,19> 
M 1 298 <0,6,20> 
M 1 137 <0,6,21> 
E <0,29> 
G <0,29> 
W 1 1 <0,6,22> 
W 1 1 <0,6,23> 
W 1 0 <0,6,24> 
W 1 1 <0,6,25> 
W 1 33 <0,6,26> 
W 1 277 <0,6,27> 
W 1 0 <0,6,28> 
W 1 3 <1,0,23> 
W 1 264 <0,6,29> 
W 1 16 <1,0,24> 
W 1 31 <0,6,30> 
S <0,6> Used 
W 1 177 <1,0,25> 
S <0,7> Active1 
W 1 881 <0,7,0> 
B <0,22> 
M 1 500 <0,7,1> 
M 1 571 <0,7,2> 
M 1 677 <0,7,3> 
M 1 272 <0,7,4> 
M 1 285 <0,7,5> 
M 1 1056 <0,7,6> 
M 1 651 <0,7,7> 
M 1 1050 <0,7,8> 
M 1 672 <0,7,9> 
M 1 678 <0,7,10> 
M 1 594 <0,7,11> 
M 1 273 <0,7,12> 
M 1 869 <0,7,13> 
M 1 583 <0,7,14> 
M 1 410 <0,7,15> 
M 1 346 <0,7,16> 
M 1 848 <0,7,17> 
M 1 935 <0,7,18> 
M 1 72 <0,7,19> 
M 1 197 <0,7,20> 
M 1 504 <0,7,21> 
E <0,22> 
G <0,22> 
W 1 176 <1,0,26> 
W 1 1 <1,0,27> 
W 1 0 <0,7,22> 
W 1 139 <0,7,23> 
W 1 1075 <0,7,24> 
W 1 43 <0,7,25> 
W 1 1106 <1,0,28> 
W 1 0 <0,7,26> 
W 1 20 <1,0,29> 
W 1 192 <0,7,27> 
W 1 16 <0,7,28> 
W 1 0 <1,0,30> 
S <1,0> Used 
W 1 318 <0,7,29> 
S <1,3> Active1 
W 1 4 <1,3,0> 
B <1,26> 
M 1 661 <1,3,1> 
M 1 671 <1,3,2> 
M 1 675 <1,3,3> 
M 1 676 <1,3,4> 
M 1 679 <1,3,5> 
M 1 681 <1,3,6> 
M 1 256 <1,3,7> 
M 1 713 <1,3,8> 
M 1 769 <1,3,9> 
M 1 565 <1,3,10> 
M 1 473 <1,3,11> 
M 1 340 <1,3,12> 
M 1 643 <1,3,13> 
M 1 900 <1,3,14> 
M 1 421 <1,3,15> 
M 1 316 <1,3,16> 
M 1 639 <1,3,17> 
M 1 1146 <1,3,18> 
M 1 49 <1,3,19> 
M 1 602 <1,3,20> 
M 1 664 <1,3,21> 
E <1,26> 
G <1,26> 
W 1 47 <0,7,30> 
S <0,7> Used 
S <0,22> Active1 
W 1 158 <0,22,0> 
B <0,30> 
M 1 892 <0,22,1> 
M 1 1191 <0,22,2> 
M 1 271 <0,22,3> 
M 1 502 <0,22,4> 
M 1 1013 <0,22,5> 
M 1 708 <0,22,6> 
M 1 737 <0,22,7> 
M 1 812 <0,22,8> 
M 1 1158 <0,22,9> 
M 1 946 <0,22,10> 
M 1 967 <0,22,11> 
M 1 487 <0,22,12> 
M 1 1175 <0,22,13> 
M 1 970 <0,22,14> 
M 1 416 <0,22,15> 
M 1 79 <0,22,16> 
M 1 193 <0,22,17> 
M 1 169 <0,22,18> 
M 1 334 <0,22,19> 
M 1 866 <0,22,20> 
M 1 331 <0,22,21> 
E <0,30> 
G <0,30> 
W 1 9 <0,22,22> 
W 1 0 <0,22,23> 
W 1 2 <1,3,22> 
W 1 330 <1,3,23> 
W 1 0 <0,22,24> 
W 1 0 <1,3,24> 
W 1 7 <1,3,25> 
W 1 201 <0,22,25> 
W 1 20 <0,22,26> 
W 1 0 <1,3,26> 
W 1 34 <1,3,27> 
W 1 181 <0,22,27> 
W 1 46 <1,3,28> 
W 1 0 <0,22,28> 
W 1 4 <1,3,29> 
W 1 37 <1,3,30> 
S <1,3> Used 
S <1,4> Active1 
W 1 732 <1,4,0> 
B <1,15> 
M 1 745 <1,4,1> 
M 1 467 <1,4,2> 
M 1 477 <1,4,3> 
M 1 482 <1,4,4> 
M 1 485 <1,4,5> 
M 1 784 <1,4,6> 
M 1 933 <1,4,7> 
M 1 1017 <1,4,8> 
M 1 423 <1,4,9> 
M 1 604 <1,4,10> 
M 1 1024 <1,4,11> 
M 1 415 <1,4,12> 
M 1 1109 <1,4,13> 
M 1 761 <1,4,14> 
M 1 451 <1,4,15> 
M 1 539 <1,4,16> 
M 1 1007 <1,4,17> 
M 1 712 <1,4,18> 
M 1 418 <1,4,19> 
M 1 205 <1,4,20> 
M 1 329 <1,4,21> 
E <1,15> 
G <1,15> 
W 1 183 <1,4,22> 
W 1 803 <1,4,23> 
W 1 914 <1,4,24> 
W 1 153 <1,4,25> 
W 1 23 <1,4,26> 
W 1 2 <1,4,27> 
W 1 57 <1,4,28> 
W 1 0 <1,4,29> 
W 1 62 <0,22,29> 
W 1 507 <1,4,30> 
S <1,4> Used 
W 1 1020 <0,22,30> 
S <0,22> Used 
S <0,23> Active1 
W 1 2 <0,23,0> 
B <0,19> 
M 1 344 <0,23,1> 
M 1 905 <0,23,2> 
M 1 336 <0,23,3> 
M 1 620 <0,23,4> 
M 1 366 <0,23,5> 
M 1 704 <0,23,6> 
M 1 840 <0,23,7> 
M 1 819 <0,23,8> 
M 1 1120 <0,23,9> 
M 1 629 <0,23,10> 
M 1 710 <0,23,11> 
M 1 1009 <0,23,12> 
M 1 432 <0,23,13> 
M 1 1039 <0,23,14> 
M 1 1186 <0,23,15> 
M 1 60 <0,23,16> 
M 1 397 <0,23,17> 
M 1 134 <0,23,18> 
M 1 598 <0,23,19> 
M 1 980 <0,23,20> 
M 1 358 <0,23,21> 
E <0,19> 
G <0,19> 
S <1,12> Active1 
W 1 8 <1,12,0> 
W 1 77 <1,12,1> 
B <1,30> 
M 1 468 <1,12,2> 
M 1 898 <1,12,3> 
M 1 282 <1,12,4> 
M 1 1142 <1,12,5> 
M 1 638 <1,12,6> 
M 1 597 <1,12,7> 
M 1 572 <1,12,8> 
M 1 531 <1,12,9> 
M 1 822 <1,12,10> 
M 1 412 <1,12,11> 
M 1 996 <1,12,12> 
M 1 1196 <1,12,13> 
M 1 756 <1,12,14> 
M 1 626 <1,12,15> 
M 1 345 <1,12,16> 
M 1 144 <1,12,17> 
M 1 1125 <1,12,18> 
M 1 705 <1,12,19> 
M 1 42 <1,12,20> 
M 1 667 <1,12,21> 
M 1 1166 <1,12,22> 
E <1,30> 
G <1,30> 
W 1 73 <0,23,22> 
W 1 0 <0,23,23> 
W 1 9 <1,12,23> 
W 1 5 <1,12,24> 
W 1 1 <1,12,25> 
W 1 13 <1,12,26> 
W 1 31 <0,23,24> 
W 1 1 <0,23,25> 
W 1 136 <1,12,27> 
W 1 727 <1,12,28> 
W 1 10 <0,23,26> 
W 1 1 <0,23,27> 
W 1 0 <1,12,29> 
W 1 100 <0,23,28> 
W 1 195 <0,23,29> 
W 1 0 <0,23,30> 
S <0,23> Used 
W 1 11 <1,12,30> 
S <1,12> Used 
S <0,29> Active1 
W 1 962 <0,29,0> 
B <0,18> 
M 1 481 <0,29,1> 
M 1 758 <0,29,2> 
M 1 1081 <0,29,3> 
M 1 1178 <0,29,4> 
M 1 909 <0,29,5> 
M 1 656 <0,29,6> 
M 1 1070 <0,29,7> 
M 1 906 <0,29,8> 
M 1 742 <0,29,9> 
M 1 1150 <0,29,10> 
M 1 239 <0,29,11> 
M 1 846 <0,29,12> 
M 1 942 <0,29,13> 
M 1 368 <0,29,14> 
M 1 211 <0,29,15> 
M 1 74 <0,29,16> 
M 1 58 <0,29,17> 
M 1 703 <0,29,18> 
M 1 792 <0,29,19> 
M 1 456 <0,29,20> 
M 1 396 <0,29,21> 
E <0,18> 
G <0,18> 
S <1,15> Active1 
W 1 71 <1,15,0> 
W 1 156 <1,15,1> 
B <1,5> 
M 1 200 <1,15,2> 
M 1 293 <1,15,3> 
M 1 768 <1,15,4> 
M 1 1119 <1,15,5> 
M 1 791 <1,15,6> 
M 1 674 <1,15,7> 
M 1 151 <1,15,8> 
M 1 1124 <1,15,9> 
M 1 503 <1,15,10> 
M 1 949 <1,15,11> 
M 1 1090 <1,15,12> 
M 1 267 <1,15,13> 
M 1 725 <1,15,14> 
M 1 746 <1,15,15> 
M 1 659 <1,15,16> 
M 1 1065 <1,15,17> 
M 1 1014 <1,15,18> 
M 1 619 <1,15,19> 
M 1 961 <1,15,20> 
M 1 297 <1,15,21> 
E <1,5> 
G <1,5> 
W 1 60 <0,29,22> 
W 1 49 <0,29,23> 
W 1 18 <1,15,22> 
W 1 3 <1,15,23> 
W 1 865 <0,29,24> 
W 1 105 <0,29,25> 
W 1 1036 <0,29,26> 
W 1 7 <0,29,27> 
W 1 32 <1,15,24> 
W 1 2 <1,15,25> 
W 1 1 <0,29,28> 
W 1 0 <0,29,29> 
W 1 0 <1,15,26> 
W 1 5 <0,29,30> 
S <0,29> Used 
W 1 2 <1,15,27> 
S <0,30> Active1 
W 1 18 <0,30,0> 
B <0,25> 
M 1 613 <0,30,1> 
M 1 633 <0,30,2> 
M 1 985 <0,30,3> 
M 1 603 <0,30,4> 
M 1 475 <0,30,5> 
M 1 326 <0,30,6> 
M 1 243 <0,30,7> 
M 1 387 <0,30,8> 
M 1 908 <0,30,9> 
M 1 741 <0,30,10> 
M 1 849 <0,30,11> 
M 1 213 <0,30,12> 
M 1 445 <0,30,13> 
M 1 496 <0,30,14> 
M 1 208 <0,30,15> 
M 1 123 <0,30,16> 
M 1 573 <0,30,17> 
M 1 1088 <0,30,18> 
M 1 550 <0,30,19> 
M 1 284 <0,30,20> 
M 1 107 <0,30,21> 
E <0,25> 
G <0,25> 
W 1 8 <1,15,28> 
W 1 122 <1,15,29> 
W 1 14 <0,30,22> 
W 1 0 <0,30,23> 
W 1 18 <1,15,30> 
S <1,15> Used 
S <1,26> Active1 
W 1 31 <1,26,0> 
B <1,29> 
M 1 1053 <1,26,1> 
M 1 359 <1,26,2> 
M 1 673 <1,26,3> 
M 1 1025 <1,26,4> 
M 1 1028 <1,26,5> 
M 1 1031 <1,26,6> 
M 1 1033 <1,26,7> 
M 1 1034 <1,26,8> 
M 1 1035 <1,26,9> 
M 1 1037 <1,26,10> 
M 1 1043 <1,26,11> 
M 1 1044 <1,26,12> 
M 1 1047 <1,26,13> 
M 1 1048 <1,26,14> 
M 1 1199 <1,26,15> 
M 1 289 <1,26,16> 
M 1 478 <1,26,17> 
M 1 83 <1,26,18> 
M 1 91 <1,26,19> 
M 1 235 <1,26,20> 
M 1 155 <1,26,21> 
E <1,29> 
G <1,29> 
W 1 562 <0,30,24> 
W 1 176 <0,30,25> 
W 1 1 <1,26,22> 
W 1 131 <1,26,23> 
W 1 951 <0,30,26> 
W 1 390 <0,30,27> 
W 1 37 <1,26,24> 
W 1 6 <1,26,25> 
W 1 0 <0,30,28> 
W 1 27 <1,26,26> 
W 1 573 <0,30,29> 
W 1 400 <0,30,30> 
S <0,30> Used 
S <0,18> Active1 
W 1 0 <0,18,0> 
B <0,14> 
M 1 966 <0,18,1> 
M 1 611 <0,18,2> 
M 1 997 <0,18,3> 
M 1 904 <0,18,4> 
M 1 782 <0,18,5> 
M 1 1083 <0,18,6> 
M 1 350 <0,18,7> 
M 1 443 <0,18,8> 
M 1 852 <0,18,9> 
M 1 321 <0,18,10> 
M 1 489 <0,18,11> 
M 1 770 <0,18,12> 
M 1 868 <0,18,13> 
M 1 1161 <0,18,14> 
M 1 355 <0,18,15> 
M 1 104 <0,18,16> 
M 1 93 <0,18,17> 
M 1 505 <0,18,18> 
M 1 668 <0,18,19> 
M 1 1052 <0,18,20> 
E <0,14> 
G <0,14> 
W 1 52 <0,18,21> 
W 1 8 <0,18,22> 
W 1 17 <1,26,27> 
W 1 23 <1,26,28> 
W 1 3 <0,18,23> 
W 1 1 <0,18,24> 
W 1 0 <1,26,29> 
W 1 755 <1,26,30> 
S <1,26> Used 
W 1 1 <0,18,25> 
S <1,29> Active1 
W 1 2 <1,29,0> 
B <1,28> 
M 1 545 <1,29,1> 
M 1 1132 <1,29,2> 
M 1 987 <1,29,3> 
M 1 501 <1,29,4> 
M 1 616 <1,29,5> 
M 1 241 <1,29,6> 
M 1 911 <1,29,7> 
M 1 995 <1,29,8> 
M 1 795 <1,29,9> 
M 1 527 <1,29,10> 
M 1 348 <1,29,11> 
M 1 1139 <1,29,12> 
M 1 802 <1,29,13> 
M 1 220 <1,29,14> 
M 1 890 <1,29,15> 
M 1 818 <1,29,16> 
M 1 921 <1,29,17> 
M 1 395 <1,29,18> 
M 1 515 <1,29,19> 
M 1 1030 <1,29,20> 
M 1 941 <1,29,21> 
E <1,28> 
G <1,28> 
W 1 654 <0,18,26> 
W 1 4 <0,18,27> 
W 1 326 <1,29,22> 
W 1 506 <1,29,23> 
W 1 169 <1,29,24> 
W 1 175 <1,29,25> 
W 1 9 <0,18,28> 
W 1 928 <1,29,26> 
W 1 392 <1,29,27> 
W 1 666 <0,18,29> 
W 1 1 <1,29,28> 
W 1 2 <0,18,30> 
S <0,18> Used 
W 1 0 <1,29,29> 
W 1 333 <1,29,30> 
S <1,29> Used 
S <0,19> Active1 
W 1 290 <0,19,0> 
B <0,11> 
M 1 476 <0,19,1> 
M 1 427 <0,19,2> 
M 1 339 <0,19,3> 
M 1 780 <0,19,4> 
M 1 801 <0,19,5> 
M 1 1060 <0,19,6> 
M 1 1054 <0,19,7> 
M 1 734 <0,19,8> 
M 1 739 <0,19,9> 
M 1 494 <0,19,10> 
M 1 749 <0,19,11> 
M 1 426 <0,19,12> 
M 1 1096 <0,19,13> 
M 1 754 <0,19,14> 
M 1 196 <0,19,15> 
M 1 553 <0,19,16> 
M 1 259 <0,19,17> 
M 1 435 <0,19,18> 
M 1 124 <0,19,19> 
M 1 441 <0,19,20> 
M 1 454 <0,19,21> 
E <0,11> 
G <0,11> 
S <1,30> Active1 
W 1 974 <1,30,0> 
W 1 353 <1,30,1> 
B <1,27> 
M 1 1049 <1,30,2> 
M 1 622 <1,30,3> 
M 1 814 <1,30,4> 
M 1 695 <1,30,5> 
M 1 1087 <1,30,6> 
M 1 254 <1,30,7> 
M 1 110 <1,30,8> 
M 1 377 <1,30,9> 
M 1 1180 <1,30,10> 
M 1 861 <1,30,11> 
M 1 701 <1,30,12> 
M 1 465 <1,30,13> 
M 1 164 <1,30,14> 
M 1 223 <1,30,15> 
M 1 847 <1,30,16> 
M 1 232 <1,30,17> 
M 1 1113 <1,30,18> 
M 1 84 <1,30,19> 
M 1 357 <1,30,20> 
E <1,27> 
G <1,27> 
W 1 23 <1,30,21> 
W 1 2 <1,30,22> 
W 1 0 <0,19,22> 
W 1 683 <0,19,23> 
W 1 51 <1,30,23> 
W 1 707 <1,30,24> 
W 1 396 <0,19,24> 
W 1 536 <0,19,25> 
W 1 403 <1,30,25> 
W 1 0 <1,30,26> 
W 1 1 <0,19,26> 
W 1 70 <0,19,27> 
W 1 0 <1,30,27> 
W 1 17 <0,19,28> 
W 1 9 <1,30,28> 
W 1 20 <0,19,29> 
W 1 206 <1,30,29> 
W 1 11 <0,19,30> 
S <0,19> Used 
W 1 1189 <1,30,30> 
S <1,30> Used 
S <0,25> Active1 
W 1 0 <0,25,0> 
B <0,16> 
M 1 1182 <0,25,1> 
M 1 1183 <0,25,2> 
M 1 1185 <0,25,3> 
M 1 1192 <0,25,4> 
M 1 1197 <0,25,5> 
M 1 1200 <0,25,6> 
M 1 1201 <0,25,7> 
M 1 1202 <0,25,8> 
M 1 1203 <0,25,9> 
M 1 1204 <0,25,10> 
M 1 1205 <0,25,11> 
M 1 1206 <0,25,12> 
M 1 1207 <0,25,13> 
M 1 1208 <0,25,14> 
M 1 518 <0,25,15> 
M 1 827 <0,25,16> 
M 1 731 <0,25,17> 
M 1 813 <0,25,18> 
M 1 1027 <0,25,19> 
M 1 931 <0,25,20> 
M 1 265 <0,25,21> 
E <0,16> 
G <0,16> 
S <1,5> Active1 
W 1 591 <1,5,0> 
W 1 217 <1,5,1> 
B <1,10> 
M 1 721 <1,5,2> 
M 1 724 <1,5,3> 
M 1 729 <1,5,4> 
M 1 738 <1,5,5> 
M 1 525 <1,5,6> 
M 1 1011 <1,5,7> 
M 1 826 <1,5,8> 
M 1 621 <1,5,9> 
M 1 558 <1,5,10> 
M 1 314 <1,5,11> 
M 1 862 <1,5,12> 
M 1 1026 <1,5,13> 
M 1 685 <1,5,14> 
M 1 229 <1,5,15> 
M 1 786 <1,5,16> 
M 1 65 <1,5,17> 
M 1 1000 <1,5,18> 
M 1 560 <1,5,19> 
M 1 362 <1,5,20> 
E <1,10> 
G <1,10> 
W 1 541 <0,25,22> 
W 1 130 <0,25,23> 
W 1 1 <1,5,21> 
W 1 908 <1,5,22> 
W 1 8 <0,25,24> 
W 1 15 <0,25,25> 
W 1 109 <0,25,26> 
W 1 745 <0,25,27> 
W 1 1 <1,5,23> 
W 1 1 <1,5,24> 
W 1 2 <1,5,25> 
W 1 8 <1,5,26> 
W 1 194 <0,25,28> 
W 1 64 <1,5,27> 
W 1 4 <1,5,28> 
W 1 7 <0,25,29> 
W 1 482 <1,5,29> 
W 1 7 <0,25,30> 
S <0,25> Used 
W 1 5 <1,5,30> 
S <1,5> Used 
S <0,11> Active1 
W 1 44 <0,11,0> 
B <0,13> 
M 1 764 <0,11,1> 
M 1 760 <0,11,2> 
M 1 513 <0,11,3> 
M 1 514 <0,11,4> 
M 1 628 <0,11,5> 
M 1 1006 <0,11,6> 
M 1 930 <0,11,7> 
M 1 799 <0,11,8> 
M 1 650 <0,11,9> 
